Property,Unit_Number,Unit_Type,Square_Feet,Rent,Date
Grand Highlands at Mountain Brook,4423,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4425,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4427,mb1x1du,790, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,4429,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4431,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4433,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4435,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4437,mb1x1du,790, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,4439,mb1x1du,790, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4501,mb1x1dtb,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4503,mb1x1dt,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4505,mb1x1dt,790, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4507,mb1x1dt,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4509,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4511,mb1x1dw,790, $	719.00 ,10/4/13
Grand Highlands at Mountain Brook,4513,mb1x1dw,790, $	719.00 ,10/4/13
Grand Highlands at Mountain Brook,4515,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4517,mb1x1dw,790, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,4519,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4521,mb1x1dw,790, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4523,mb1x1dw,790, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4525,mb1x1du,790, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,4527,mb1x1du,790, $	770.00 ,10/4/13
Grand Highlands at Mountain Brook,4529,mb1x1du,790, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4531,mb1x1du,790, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4533,mb1x1du,790, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4535,mb1x1du,790, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,4537,mb1x1du,790, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4539,mb1x1du,790, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,4601,mb2x2dt,1175, $	879.00 ,10/4/13
Grand Highlands at Mountain Brook,4603,mb2x2dt,1175, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,4605,mb2x2dt,1175, $	894.00 ,10/4/13
Grand Highlands at Mountain Brook,4607,mb2x2dt,1175, $	869.00 ,10/4/13
Grand Highlands at Mountain Brook,4609,mb2x2dw,1175,,10/4/13
Grand Highlands at Mountain Brook,4611,mb2x2dw,1175, $	809.00 ,10/4/13
Grand Highlands at Mountain Brook,4613,mb2x2dw,1175, $	939.00 ,10/4/13
Grand Highlands at Mountain Brook,4615,mb2x2dw,1175, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4617,mb2x2dw,1175, $	859.00 ,10/4/13
Grand Highlands at Mountain Brook,4619,mb2x2dw,1175, $	899.00 ,10/4/13
Grand Highlands at Mountain Brook,4621,mb2x2dw,1175, $	849.00 ,10/4/13
Grand Highlands at Mountain Brook,4623,mb2x2dw,1175, $	949.00 ,10/4/13
Grand Highlands at Mountain Brook,4625,mb2x2du,1175, $	949.00 ,10/4/13
Grand Highlands at Mountain Brook,4627,mb2x2du,1175, $	919.00 ,10/4/13
Grand Highlands at Mountain Brook,4629,mb2x2dub,1175, $	794.26 ,10/4/13
Grand Highlands at Mountain Brook,4631,mb2x2du,1175, $	919.00 ,10/4/13
Grand Highlands at Mountain Brook,4633,mb2x2du,1175, $	839.00 ,10/4/13
Grand Highlands at Mountain Brook,4635,mb2x2dub,1175," $	1,059.00 ",10/4/13
Grand Highlands at Mountain Brook,4637,mb2x2dub,1175," $	1,029.00 ",10/4/13
Grand Highlands at Mountain Brook,4639,mb2x2dub,1175," $	1,059.00 ",10/4/13
Grand Highlands at Mountain Brook,4701,mb3x2tb,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4703,mb3x2tb,1350," $	1,239.00 ",10/4/13
Grand Highlands at Mountain Brook,4705,mb3x2tb,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4707,mb3x2tb,1350,,10/4/13
Grand Highlands at Mountain Brook,4709,mb3x2w,1350," $	1,029.00 ",10/4/13
Grand Highlands at Mountain Brook,4711,mb3x2w,1350," $	1,119.00 ",10/4/13
Grand Highlands at Mountain Brook,4713,mb3x2w,1350, $	999.00 ,10/4/13
Grand Highlands at Mountain Brook,4715,mb3x2w,1350," $	1,099.00 ",10/4/13
Grand Highlands at Mountain Brook,4717,mb3x2w,1350,,10/4/13
Grand Highlands at Mountain Brook,4719,mb3x2w,1350," $	1,099.00 ",10/4/13
Grand Highlands at Mountain Brook,4721,mb3x2wb,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4723,mb3x2w,1350," $	1,099.00 ",10/4/13
Grand Highlands at Mountain Brook,4725,mb3x2ub,1350,,10/4/13
Grand Highlands at Mountain Brook,4727,mb3x2u,1350," $	1,099.00 ",10/4/13
Grand Highlands at Mountain Brook,4729,mb3x2u,1350," $	1,089.00 ",10/4/13
Grand Highlands at Mountain Brook,4731,mb3x2u,1350," $	1,049.00 ",10/4/13
Grand Highlands at Mountain Brook,4733,mb3x2u,1350," $	1,139.00 ",10/4/13
Grand Highlands at Mountain Brook,4735,mb3x2u,1350," $	1,139.00 ",10/4/13
Grand Highlands at Mountain Brook,4737,mb3x2u,1350," $	1,249.00 ",10/4/13
Grand Highlands at Mountain Brook,4739,mb3x2ub,1350," $	1,259.00 ",10/4/13
Grand Highlands at Mountain Brook,4801,mb1x1etb,720, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4803,mb1x1et,720, $	619.00 ,10/4/13
Grand Highlands at Mountain Brook,4805,mb1x1et,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4807,mb1x1et,720, $	619.00 ,10/4/13
Grand Highlands at Mountain Brook,4809,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4811,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4813,mb1x1ew,720, $	579.00 ,10/4/13
Grand Highlands at Mountain Brook,4815,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4817,mb1x1ew,720,,10/4/13
Grand Highlands at Mountain Brook,4819,mb1x1ew,720, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4821,mb1x1ew,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4823,mb1x1ew,720, $	579.00 ,10/4/13
Grand Highlands at Mountain Brook,4825,mb1x1eu,720, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,4827,mb1x1eu,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4829,mb1x1eu,720, $	705.00 ,10/4/13
Grand Highlands at Mountain Brook,4831,mb1x1eu,720, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4833,mb1x1eu,720, $	679.00 ,10/4/13
Grand Highlands at Mountain Brook,4835,mb1x1eub,720, $	789.00 ,10/4/13
Grand Highlands at Mountain Brook,4837,mb1x1eu,720, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4839,mb1x1eu,720, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4901,mb1x1dtb,790,,10/4/13
Grand Highlands at Mountain Brook,4903,mb1x1dt,790, $	659.00 ,10/4/13
Grand Highlands at Mountain Brook,4905,mb1x1dt,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4907,mb1x1dt,790, $	719.00 ,10/4/13
Grand Highlands at Mountain Brook,4909,mb1x1dw,790, $	615.00 ,10/4/13
Grand Highlands at Mountain Brook,4911,mb1x1dw,790, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4913,mb1x1dw,790, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,4915,mb1x1dw,790, $	709.00 ,10/4/13
Grand Highlands at Mountain Brook,4917,mb1x1dw,790, $	729.00 ,10/4/13
Grand Highlands at Mountain Brook,4919,mb1x1dw,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4921,mb1x1dw,790, $	639.00 ,10/4/13
Grand Highlands at Mountain Brook,4923,mb1x1dw,790, $	649.00 ,10/4/13
Grand Highlands at Mountain Brook,4925,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4927,mb1x1du,790, $	660.00 ,10/4/13
Grand Highlands at Mountain Brook,4929,mb1x1du,790, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,4931,mb1x1du,790, $	689.00 ,10/4/13
Grand Highlands at Mountain Brook,4933,mb1x1dub,790, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,4935,mb1x1dub,790, $	819.00 ,10/4/13
Grand Highlands at Mountain Brook,4937,mb1x1du,790, $	669.00 ,10/4/13
Grand Highlands at Mountain Brook,4939,mb1x1dub,790, $	819.00 ,10/4/13
